É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2026/06/09 11:35:40

,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ
2024/7/7 4:00:00,29.1,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.1,8,ìÏìÏìå,8,1,2,8,1,83,8,1
2024/7/7 5:00:00,28.8,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.6,8,ìÏìÏìå,8,1,2,8,1,85,8,1
2024/7/7 6:00:00,28.9,8,1,0,1,8,1,,,0,1,,,0,1,0.01,8,1,,0,1,1.7,8,ìÏìå,8,1,2,8,1,86,8,1
2024/7/7 7:00:00,29.5,8,1,0,1,8,1,,,0,1,,,0,1,0.35,8,1,,0,1,1.8,8,ìÏìå,8,1,2,8,1,83,8,1
2024/7/7 8:00:00,30.7,8,1,0,1,8,1,,,0,1,,,0,1,0.83,8,1,,0,1,3.0,8,ìÏìå,8,1,2,8,1,78,8,1
2024/7/7 9:00:00,31.8,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,1.89,8,1,,0,1,3.4,8,ìÏìÏìå,8,1,2,8,1,71,8,1
2024/7/7 10:00:00,31.3,8,1,0,1,8,1,,,0,1,,,0,1,1.53,8,1,,0,1,5.2,8,ìÏìÏìå,8,1,2,8,1,72,8,1
2024/7/7 11:00:00,32.4,8,1,0,1,8,1,,,0,1,,,0,1,2.37,8,1,,0,1,3.9,8,ìÏìÏêº,8,1,2,8,1,68,8,1
2024/7/7 12:00:00,31.5,8,1,2.0,0,8,1,,,0,1,,,0,1,1.99,8,1,,0,1,4.6,8,ìÏ,8,1,2,8,1,77,8,1
2024/7/7 13:00:00,33.2,8,1,0,1,8,1,,,0,1,,,0,1,3.26,8,1,,0,1,5.0,8,ìÏìÏêº,8,1,2,8,1,65,8,1
2024/7/7 14:00:00,33.0,8,1,0,1,8,1,,,0,1,,,0,1,3.42,8,1,,0,1,4.9,8,êºìÏêº,8,1,15,8,1,66,8,1
2024/7/7 15:00:00,32.3,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,3.15,8,1,,0,1,3.9,8,êºìÏêº,8,1,15,8,1,68,8,1
2024/7/7 16:00:00,29.9,8,1,0.5,0,8,1,,,0,1,,,0,1,1.81,8,1,,0,1,2.0,8,ìåñkìå,8,1,10,8,1,83,8,1
2024/7/7 17:00:00,32.4,8,1,0.0,0,8,1,,,0,1,,,0,1,1.94,8,1,,0,1,2.7,8,ìÏìÏêº,8,1,2,8,1,60,8,1
2024/7/7 18:00:00,31.8,8,1,0,1,8,1,,,0,1,,,0,1,1.22,8,1,,0,1,1.8,8,ìÏ,8,1,2,8,1,64,8,1
2024/7/7 19:00:00,30.7,8,1,0,1,8,1,,,0,1,,,0,1,0.25,8,1,,0,1,3.5,8,ìÏìå,8,1,2,8,1,76,8,1
2024/7/7 20:00:00,30.1,8,1,0,1,8,1,,,0,1,,,0,1,0.03,8,1,,0,1,3.0,8,ìÏìÏìå,8,1,2,8,1,79,8,1
2024/7/7 21:00:00,29.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,8,1,,0,1,2.3,8,ìÏìÏìå,8,1,2,8,1,81,8,1
2024/7/7 22:00:00,29.6,8,1,0.0,0,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.6,8,ìÏìÏìå,8,1,10,8,1,86,8,1
2024/7/7 23:00:00,29.7,8,1,0.0,0,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.6,8,ìÏìÏìå,8,1,4,8,1,79,8,1
2024/7/8 00:00:00,29.5,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.5,8,ìÏìÏìå,8,1,4,8,1,80,8,1
2024/7/8 1:00:00,29.5,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,1.9,8,ìÏìÏìå,8,1,2,8,1,82,8,1
2024/7/8 2:00:00,29.0,8,1,0.5,0,8,1,,,0,1,,,0,1,0,8,1,,0,1,1.9,8,ìÏìå,8,1,2,8,1,87,8,1
2024/7/8 3:00:00,29.2,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,1.9,8,ìÏìÏìå,8,1,2,8,1,85,8,1
2024/7/8 4:00:00,28.4,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.4,8,ìÏìå,8,1,2,8,1,75,8,1
2024/7/8 5:00:00,28.6,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.2,8,ìÏìÏìå,8,1,2,8,1,84,8,1
2024/7/8 6:00:00,28.6,8,1,0,1,8,1,,,0,1,,,0,1,0.01,8,1,,0,1,1.6,8,ìÏìÏìå,8,1,2,8,1,84,8,1
2024/7/8 7:00:00,29.5,8,1,0,1,8,1,,,0,1,,,0,1,0.37,8,1,,0,1,1.7,8,ìÏ,8,1,2,8,1,82,8,1
2024/7/8 8:00:00,30.8,8,1,0,1,8,1,,,0,1,,,0,1,1.09,8,1,,0,1,1.9,8,ìÏ,8,1,2,8,1,77,8,1
2024/7/8 9:00:00,31.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,1.19,8,1,,0,1,3.4,8,ìÏ,8,1,2,8,1,70,8,1
2024/7/8 10:00:00,31.7,8,1,0,1,8,1,,,0,1,,,0,1,2.16,8,1,,0,1,4.1,8,ìÏìå,8,1,2,8,1,68,8,1
2024/7/8 11:00:00,33.5,8,1,0,1,8,1,,,0,1,,,0,1,3.18,8,1,,0,1,5.0,8,ìÏìå,8,1,2,8,1,61,8,1
2024/7/8 12:00:00,33.6,8,1,0,1,8,1,,,0,1,,,0,1,3.46,8,1,,0,1,4.2,8,ìÏìå,8,1,2,8,1,59,8,1
2024/7/8 13:00:00,34.9,8,1,0,1,8,1,,,0,1,,,0,1,3.60,8,1,,0,1,5.6,8,ìÏìÏìå,8,1,2,8,1,60,8,1
2024/7/8 14:00:00,34.1,8,1,0,1,8,1,,,0,1,,,0,1,2.45,8,1,,0,1,5.8,8,ìÏìÏìå,8,1,2,8,1,58,8,1
2024/7/8 15:00:00,33.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,3.05,8,1,,0,1,5.1,8,ìÏìÏìå,8,1,2,8,1,57,8,1
2024/7/8 16:00:00,33.1,8,1,0,1,8,1,,,0,1,,,0,1,1.69,8,1,,0,1,5.0,8,ìÏ,8,1,2,8,1,63,8,1
2024/7/8 17:00:00,32.6,8,1,0,1,8,1,,,0,1,,,0,1,1.68,8,1,,0,1,5.5,8,ìÏ,8,1,2,8,1,60,8,1
2024/7/8 18:00:00,31.8,8,1,0,1,8,1,,,0,1,,,0,1,1.09,8,1,,0,1,5.2,8,ìÏìÏìå,8,1,2,8,1,64,8,1
2024/7/8 19:00:00,31.1,8,1,0,1,8,1,,,0,1,,,0,1,0.62,8,1,,0,1,3.5,8,ìÏìÏìå,8,1,2,8,1,70,8,1
2024/7/8 20:00:00,30.2,8,1,0,1,8,1,,,0,1,,,0,1,0.03,8,1,,0,1,4.1,8,ìÏìÏìå,8,1,2,8,1,76,8,1
2024/7/8 21:00:00,30.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,8,1,,0,1,2.8,8,ìÏìÏìå,8,1,2,8,1,77,8,1
2024/7/8 22:00:00,29.9,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.8,8,ìåìÏìå,8,1,2,8,1,78,8,1
2024/7/8 23:00:00,29.9,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.1,8,ìÏìå,8,1,2,8,1,78,8,1
2024/7/9 00:00:00,29.7,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.2,8,ìÏìå,8,1,2,8,1,79,8,1
2024/7/9 1:00:00,29.5,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.1,8,ìÏìÏìå,8,1,2,8,1,79,8,1
2024/7/9 2:00:00,29.4,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.6,8,ìÏìÏìå,8,1,2,8,1,81,8,1
2024/7/9 3:00:00,29.3,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.1,8,ìÏìå,8,1,2,8,1,81,8,1
2024/7/9 4:00:00,29.2,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.2,8,ìÏìå,8,1,2,8,1,82,8,1
2024/7/9 5:00:00,29.3,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.4,8,ìÏìÏìå,8,1,2,8,1,82,8,1
2024/7/9 6:00:00,28.6,8,1,0.0,0,8,1,,,0,1,,,0,1,0.01,8,1,,0,1,2.9,8,ìÏìå,8,1,2,8,1,86,8,1
2024/7/9 7:00:00,30.1,8,1,0,1,8,1,,,0,1,,,0,1,0.34,8,1,,0,1,3.6,8,ìÏ,8,1,2,8,1,79,8,1
2024/7/9 8:00:00,30.6,8,1,0,1,8,1,,,0,1,,,0,1,0.73,8,1,,0,1,4.5,8,ìÏìÏêº,8,1,2,8,1,75,8,1
2024/7/9 9:00:00,29.6,8,1,3.0,0,8,1,0,1,8,1,0,1,8,1,1.75,8,1,,0,1,4.2,8,ìÏìÏêº,8,1,2,8,1,77,8,1
2024/7/9 10:00:00,30.8,8,1,0,1,8,1,,,0,1,,,0,1,1.27,8,1,,0,1,4.8,8,ìÏ,8,1,2,8,1,73,8,1
2024/7/9 11:00:00,29.4,8,1,1.0,0,8,1,,,0,1,,,0,1,0.62,8,1,,0,1,2.5,8,ìÏìÏìå,8,1,15,8,1,84,8,1
2024/7/9 12:00:00,31.7,8,1,0.5,0,8,1,,,0,1,,,0,1,2.31,8,1,,0,1,3.2,8,ìÏìÏêº,8,1,4,8,1,85,8,1
2024/7/9 13:00:00,31.6,8,1,0,1,8,1,,,0,1,,,0,1,3.29,8,1,,0,1,5.6,8,ìÏêº,8,1,15,8,1,72,8,1
2024/7/9 14:00:00,31.2,8,1,0.0,0,8,1,,,0,1,,,0,1,1.53,8,1,,0,1,4.5,8,ìÏ,8,1,10,8,1,79,8,1
2024/7/9 15:00:00,31.8,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,2.42,8,1,,0,1,6.2,8,ìÏ,8,1,2,8,1,67,8,1
2024/7/9 16:00:00,32.5,8,1,0,1,8,1,,,0,1,,,0,1,2.84,8,1,,0,1,6.6,8,ìÏ,8,1,2,8,1,68,8,1
2024/7/9 17:00:00,31.7,8,1,0,1,8,1,,,0,1,,,0,1,1.34,8,1,,0,1,6.0,8,ìÏìÏêº,8,1,2,8,1,74,8,1
2024/7/9 18:00:00,30.5,8,1,0,1,8,1,,,0,1,,,0,1,1.13,8,1,,0,1,5.9,8,ìÏìÏêº,8,1,2,8,1,74,8,1
2024/7/9 19:00:00,30.4,8,1,0,1,8,1,,,0,1,,,0,1,0.41,8,1,,0,1,4.1,8,ìÏ,8,1,2,8,1,75,8,1
2024/7/9 20:00:00,29.9,8,1,0,1,8,1,,,0,1,,,0,1,0.03,8,1,,0,1,4.1,8,ìÏ,8,1,2,8,1,79,8,1
2024/7/9 21:00:00,28.9,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,0,8,1,,0,1,3.7,8,ìÏìÏêº,8,1,10,8,1,74,8,1
2024/7/9 22:00:00,29.1,8,1,0.0,0,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.6,8,ìÏ,8,1,2,8,1,85,8,1
2024/7/9 23:00:00,29.2,8,1,0.0,0,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.5,8,ìÏ,8,1,10,8,1,86,8,1
2024/7/10 00:00:00,29.2,8,1,0.0,0,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.1,8,ìÏ,8,1,2,8,1,82,8,1
2024/7/10 1:00:00,28.9,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.4,8,ìÏ,8,1,2,8,1,87,8,1
2024/7/10 2:00:00,28.9,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.3,8,ìÏ,8,1,2,8,1,86,8,1
2024/7/10 3:00:00,28.9,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.0,8,ìÏ,8,1,2,8,1,83,8,1
2024/7/10 4:00:00,29.0,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.9,8,ìÏ,8,1,2,8,1,84,8,1
2024/7/10 5:00:00,28.9,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.6,8,ìÏ,8,1,2,8,1,85,8,1
2024/7/10 6:00:00,29.0,8,1,0,1,8,1,,,0,1,,,0,1,0.01,8,1,,0,1,4.8,8,ìÏ,8,1,2,8,1,86,8,1
2024/7/10 7:00:00,30.2,8,1,0,1,8,1,,,0,1,,,0,1,0.42,8,1,,0,1,4.3,8,ìÏ,8,1,2,8,1,82,8,1
2024/7/10 8:00:00,29.7,8,1,0.0,0,8,1,,,0,1,,,0,1,0.90,8,1,,0,1,5.1,8,ìÏ,8,1,10,8,1,86,8,1
2024/7/10 9:00:00,31.3,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,1.61,8,1,,0,1,7.9,8,ìÏìÏêº,8,1,2,8,1,76,8,1
2024/7/10 10:00:00,31.7,8,1,0,1,8,1,,,0,1,,,0,1,2.48,8,1,,0,1,8.7,8,ìÏìÏêº,8,1,2,8,1,76,8,1
2024/7/10 11:00:00,32.0,8,1,0,1,8,1,,,0,1,,,0,1,1.94,8,1,,0,1,6.1,8,ìÏìÏêº,8,1,2,8,1,73,8,1
2024/7/10 12:00:00,32.1,8,1,0,1,8,1,,,0,1,,,0,1,2.30,8,1,,0,1,9.0,8,ìÏìÏêº,8,1,2,8,1,72,8,1
2024/7/10 13:00:00,32.3,8,1,0,1,8,1,,,0,1,,,0,1,3.45,8,1,,0,1,9.2,8,ìÏìÏêº,8,1,2,8,1,71,8,1
2024/7/10 14:00:00,33.1,8,1,0,1,8,1,,,0,1,,,0,1,3.22,8,1,,0,1,7.1,8,ìÏêº,8,1,4,8,1,71,8,1
2024/7/10 15:00:00,32.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,3.20,8,1,,0,1,7.3,8,ìÏìÏêº,8,1,2,8,1,73,8,1
2024/7/10 16:00:00,32.9,8,1,0,1,8,1,,,0,1,,,0,1,2.61,8,1,,0,1,6.6,8,ìÏêº,8,1,2,8,1,71,8,1
2024/7/10 17:00:00,31.9,8,1,0,1,8,1,,,0,1,,,0,1,2.02,8,1,,0,1,7.2,8,ìÏêº,8,1,2,8,1,74,8,1
2024/7/10 18:00:00,31.1,8,1,0,1,8,1,,,0,1,,,0,1,1.30,8,1,,0,1,4.9,8,ìÏêº,8,1,2,8,1,77,8,1
2024/7/10 19:00:00,30.4,8,1,0,1,8,1,,,0,1,,,0,1,0.45,8,1,,0,1,5.1,8,ìÏêº,8,1,2,8,1,73,8,1
2024/7/10 20:00:00,30.0,8,1,0,1,8,1,,,0,1,,,0,1,0.02,8,1,,0,1,4.9,8,ìÏìÏêº,8,1,2,8,1,82,8,1
2024/7/10 21:00:00,30.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,8,1,,0,1,4.6,8,ìÏìÏêº,8,1,2,8,1,81,8,1
2024/7/10 22:00:00,29.8,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.9,8,ìÏìÏêº,8,1,2,8,1,84,8,1
2024/7/10 23:00:00,29.7,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.5,8,ìÏìÏêº,8,1,4,8,1,80,8,1
2024/7/11 00:00:00,29.6,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.3,8,ìÏìÏêº,8,1,2,8,1,82,8,1
2024/7/11 1:00:00,29.5,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,5.1,8,ìÏ,8,1,4,8,1,87,8,1
2024/7/11 2:00:00,29.4,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.4,8,ìÏìÏêº,8,1,4,8,1,86,8,1
2024/7/11 3:00:00,29.4,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.6,8,ìÏìÏêº,8,1,2,8,1,86,8,1
2024/7/11 4:00:00,29.3,8,1,0.0,0,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.7,8,ìÏêº,8,1,2,8,1,86,8,1
2024/7/11 5:00:00,29.2,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.9,8,ìÏìÏêº,8,1,2,8,1,85,8,1
2024/7/11 6:00:00,29.2,8,1,0,1,8,1,,,0,1,,,0,1,0.01,8,1,,0,1,5.3,8,ìÏìÏêº,8,1,2,8,1,85,8,1
2024/7/11 7:00:00,29.7,8,1,0,1,8,1,,,0,1,,,0,1,0.27,8,1,,0,1,6.2,8,ìÏ,8,1,2,8,1,83,8,1
2024/7/11 8:00:00,30.3,8,1,0,1,8,1,,,0,1,,,0,1,0.78,8,1,,0,1,5.5,8,ìÏìÏêº,8,1,2,8,1,80,8,1
2024/7/11 9:00:00,30.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0.90,8,1,,0,1,7.4,8,ìÏìÏêº,8,1,4,8,1,79,8,1
2024/7/11 10:00:00,31.0,8,1,0,1,8,1,,,0,1,,,0,1,1.48,8,1,,0,1,7.3,8,ìÏìÏêº,8,1,2,8,1,74,8,1
2024/7/11 11:00:00,31.7,8,1,0,1,8,1,,,0,1,,,0,1,2.53,8,1,,0,1,7.6,8,ìÏêº,8,1,2,8,1,73,8,1
2024/7/11 12:00:00,32.4,8,1,0,1,8,1,,,0,1,,,0,1,3.34,8,1,,0,1,9.0,8,ìÏêº,8,1,2,8,1,73,8,1
2024/7/11 13:00:00,32.4,8,1,0,1,8,1,,,0,1,,,0,1,3.58,8,1,,0,1,7.6,8,ìÏìÏêº,8,1,4,8,1,72,8,1
2024/7/11 14:00:00,32.5,8,1,0,1,8,1,,,0,1,,,0,1,3.13,8,1,,0,1,6.7,8,ìÏìÏêº,8,1,4,8,1,70,8,1
2024/7/11 15:00:00,32.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,2.93,8,1,,0,1,8.8,8,ìÏêº,8,1,4,8,1,71,8,1
2024/7/11 16:00:00,32.7,8,1,0,1,8,1,,,0,1,,,0,1,2.72,8,1,,0,1,6.7,8,ìÏêº,8,1,2,8,1,71,8,1
2024/7/11 17:00:00,31.9,8,1,0,1,8,1,,,0,1,,,0,1,2.13,8,1,,0,1,6.8,8,ìÏêº,8,1,2,8,1,74,8,1
2024/7/11 18:00:00,31.1,8,1,0,1,8,1,,,0,1,,,0,1,1.11,8,1,,0,1,6.4,8,ìÏêº,8,1,2,8,1,77,8,1
2024/7/11 19:00:00,30.3,8,1,0,1,8,1,,,0,1,,,0,1,0.30,8,1,,0,1,4.4,8,ìÏêº,8,1,2,8,1,80,8,1
2024/7/11 20:00:00,30.2,8,1,0,1,8,1,,,0,1,,,0,1,0.02,8,1,,0,1,5.7,8,ìÏìÏêº,8,1,2,8,1,82,8,1
2024/7/11 21:00:00,30.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,8,1,,0,1,5.6,8,ìÏìÏêº,8,1,4,8,1,81,8,1
2024/7/11 22:00:00,30.0,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,5.5,8,ìÏêº,8,1,4,8,1,82,8,1
2024/7/11 23:00:00,29.9,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.9,8,ìÏìÏêº,8,1,4,8,1,84,8,1
2024/7/12 00:00:00,29.7,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,5.0,8,ìÏìÏêº,8,1,2,8,1,84,8,1
2024/7/12 1:00:00,29.6,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,5.4,8,ìÏìÏêº,8,1,2,8,1,85,8,1
2024/7/12 2:00:00,29.5,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,7.1,8,ìÏìÏêº,8,1,2,8,1,85,8,1
2024/7/12 3:00:00,29.5,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,5.9,8,ìÏìÏêº,8,1,2,8,1,83,8,1
2024/7/12 4:00:00,29.4,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,6.1,8,ìÏìÏêº,8,1,2,8,1,85,8,1
2024/7/12 5:00:00,29.4,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,6.2,8,ìÏìÏêº,8,1,2,8,1,84,8,1
2024/7/12 6:00:00,29.4,8,1,0,1,8,1,,,0,1,,,0,1,0.01,8,1,,0,1,5.3,8,ìÏìÏêº,8,1,2,8,1,84,8,1
2024/7/12 7:00:00,29.8,8,1,0,1,8,1,,,0,1,,,0,1,0.23,8,1,,0,1,6.1,8,ìÏêº,8,1,2,8,1,82,8,1
2024/7/12 8:00:00,30.8,8,1,0,1,8,1,,,0,1,,,0,1,1.02,8,1,,0,1,7.0,8,ìÏìÏêº,8,1,2,8,1,78,8,1
2024/7/12 9:00:00,31.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,1.47,8,1,,0,1,7.9,8,ìÏìÏêº,8,1,2,8,1,77,8,1
2024/7/12 10:00:00,31.3,8,1,0,1,8,1,,,0,1,,,0,1,2.28,8,1,,0,1,7.0,8,ìÏìÏêº,8,1,2,8,1,77,8,1
2024/7/12 11:00:00,32.2,8,1,0,1,8,1,,,0,1,,,0,1,2.83,8,1,,0,1,7.2,8,ìÏêº,8,1,4,8,1,72,8,1
2024/7/12 12:00:00,32.4,8,1,0,1,8,1,,,0,1,,,0,1,2.89,8,1,,0,1,7.2,8,ìÏêº,8,1,4,8,1,71,8,1
2024/7/12 13:00:00,32.6,8,1,0,1,8,1,,,0,1,,,0,1,3.49,8,1,,0,1,7.3,8,ìÏêº,8,1,2,8,1,69,8,1
2024/7/12 14:00:00,33.2,8,1,0,1,8,1,,,0,1,,,0,1,2.98,8,1,,0,1,6.0,8,ìÏêº,8,1,2,8,1,68,8,1
2024/7/12 15:00:00,32.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,2.86,8,1,,0,1,6.4,8,ìÏêº,8,1,2,8,1,72,8,1
2024/7/12 16:00:00,32.4,8,1,0,1,8,1,,,0,1,,,0,1,2.25,8,1,,0,1,7.2,8,ìÏêº,8,1,2,8,1,71,8,1
2024/7/12 17:00:00,31.6,8,1,0,1,8,1,,,0,1,,,0,1,1.82,8,1,,0,1,5.4,8,ìÏìÏêº,8,1,2,8,1,72,8,1
2024/7/12 18:00:00,31.2,8,1,0,1,8,1,,,0,1,,,0,1,0.84,8,1,,0,1,6.4,8,ìÏìÏêº,8,1,4,8,1,75,8,1
2024/7/12 19:00:00,30.8,8,1,0,1,8,1,,,0,1,,,0,1,0.34,8,1,,0,1,4.2,8,ìÏìÏêº,8,1,4,8,1,78,8,1
2024/7/12 20:00:00,30.2,8,1,0,1,8,1,,,0,1,,,0,1,0.02,8,1,,0,1,6.0,8,ìÏìÏêº,8,1,4,8,1,81,8,1
2024/7/12 21:00:00,30.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,8,1,,0,1,4.5,8,ìÏìÏêº,8,1,2,8,1,81,8,1
2024/7/12 22:00:00,29.9,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.6,8,ìÏ,8,1,2,8,1,82,8,1
2024/7/12 23:00:00,29.7,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.6,8,ìÏ,8,1,2,8,1,84,8,1
2024/7/13 00:00:00,29.6,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.8,8,ìÏ,8,1,2,8,1,84,8,1
2024/7/13 1:00:00,29.5,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.9,8,ìÏ,8,1,4,8,1,85,8,1
2024/7/13 2:00:00,29.5,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,5.1,8,ìÏ,8,1,4,8,1,84,8,1
2024/7/13 3:00:00,29.3,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.5,8,ìÏ,8,1,4,8,1,84,8,1
2024/7/13 4:00:00,29.2,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,5.1,8,ìÏ,8,1,2,8,1,85,8,1
2024/7/13 5:00:00,29.0,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.7,8,ìÏ,8,1,2,8,1,85,8,1
2024/7/13 6:00:00,29.0,8,1,0,1,8,1,,,0,1,,,0,1,0.01,8,1,,0,1,4.5,8,ìÏ,8,1,2,8,1,85,8,1
2024/7/13 7:00:00,29.8,8,1,0,1,8,1,,,0,1,,,0,1,0.34,8,1,,0,1,4.1,8,ìÏ,8,1,2,8,1,81,8,1
2024/7/13 8:00:00,30.6,8,1,0,1,8,1,,,0,1,,,0,1,0.99,8,1,,0,1,5.6,8,ìÏìÏêº,8,1,2,8,1,76,8,1
2024/7/13 9:00:00,32.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,1.88,8,1,,0,1,4.7,8,ìÏìÏêº,8,1,2,8,1,71,8,1
2024/7/13 10:00:00,32.2,8,1,0,1,8,1,,,0,1,,,0,1,2.60,8,1,,0,1,6.7,8,ìÏ,8,1,2,8,1,68,8,1
2024/7/13 11:00:00,33.0,8,1,0,1,8,1,,,0,1,,,0,1,2.78,8,1,,0,1,6.4,8,ìÏìÏêº,8,1,2,8,1,62,8,1
2024/7/13 12:00:00,32.6,8,1,0,1,8,1,,,0,1,,,0,1,2.61,8,1,,0,1,5.0,8,ìÏìÏêº,8,1,2,8,1,66,8,1
2024/7/13 13:00:00,33.4,8,1,0,1,8,1,,,0,1,,,0,1,2.63,8,1,,0,1,5.5,8,ìÏìÏêº,8,1,2,8,1,63,8,1
2024/7/13 14:00:00,33.8,8,1,0,1,8,1,,,0,1,,,0,1,3.63,8,1,,0,1,7.3,8,ìÏìÏêº,8,1,2,8,1,59,8,1
2024/7/13 15:00:00,34.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,3.51,8,1,,0,1,5.4,8,ìÏìÏêº,8,1,2,8,1,61,8,1
2024/7/13 16:00:00,33.8,8,1,0,1,8,1,,,0,1,,,0,1,2.96,8,1,,0,1,5.6,8,ìÏêº,8,1,2,8,1,55,8,1
2024/7/13 17:00:00,33.2,8,1,0,1,8,1,,,0,1,,,0,1,2.32,8,1,,0,1,4.7,8,ìÏìÏìå,8,1,2,8,1,64,8,1
2024/7/13 18:00:00,31.9,8,1,0,1,8,1,,,0,1,,,0,1,1.32,8,1,,0,1,4.3,8,ìÏ,8,1,2,8,1,69,8,1
2024/7/13 19:00:00,31.1,8,1,0,1,8,1,,,0,1,,,0,1,0.40,8,1,,0,1,6.1,8,ìÏìÏìå,8,1,2,8,1,75,8,1
2024/7/13 20:00:00,30.5,8,1,0,1,8,1,,,0,1,,,0,1,0.03,8,1,,0,1,5.0,8,ìÏìÏìå,8,1,2,8,1,80,8,1
2024/7/13 21:00:00,30.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,8,1,,0,1,4.0,8,ìÏìå,8,1,2,8,1,82,8,1
